1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
303, jungle, terralith:amethyst_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
304, jungle, terralith:amethyst_rainforest, AMBIENT, alexsmobs:fly, 10, 2, 3
305, jungle, terralith:amethyst_rainforest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
306, jungle, terralith:amethyst_rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
307, jungle, terralith:amethyst_rainforest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
308, jungle, terralith:amethyst_rainforest, WATER_AMBIENT, aquaculture:arapaima, 10, 1, 1
309, jungle, terralith:amethyst_rainforest, WATER_AMBIENT, aquaculture:piranha, 20, 1, 6
310, jungle, terralith:amethyst_rainforest, WATER_AMBIENT, aquaculture:tambaqui, 10, 1, 2
311, jungle, terralith:amethyst_rainforest, rascals, friendsandfoes:rascal, 10, 1, 1
312, none, regions_unexplored:ancient_delta, MONSTER, minecraft:spider, 80, 4, 4
313, none, regions_unexplored:ancient_delta, MONSTER, minecraft:zombie, 80, 4, 4
314, none, regions_unexplored:ancient_delta, MONSTER, minecraft:zombie_villager, 10, 1, 1
315, none, regions_unexplored:ancient_delta, MONSTER, minecraft:skeleton, 80, 4, 4
316, none, regions_unexplored:ancient_delta, MONSTER, minecraft:creeper, 80, 4, 4
317, none, regions_unexplored:ancient_delta, MONSTER, minecraft:slime, 80, 4, 4
318, none, regions_unexplored:ancient_delta, MONSTER, minecraft:enderman, 5, 1, 4
319, none, regions_unexplored:ancient_delta, MONSTER, minecraft:witch, 5, 1, 1
320, none, regions_unexplored:ancient_delta, MONSTER, alexsmobs:centipede_head, 10, 1, 1
321, none, regions_unexplored:ancient_delta, MONSTER, alexsmobs:farseer, 30, 1, 1
322, none, regions_unexplored:ancient_delta, MONSTER, alexsmobs:murmur, 10, 1, 1
323, none, regions_unexplored:ancient_delta, AMBIENT, minecraft:bat, 10, 8, 8
324, none, regions_unexplored:ancient_delta, AMBIENT, alexsmobs:fly, 10, 2, 3
325, none, regions_unexplored:ancient_delta, AMBIENT, alexsmobs:cockroach, 10, 5, 5
326, none, regions_unexplored:ancient_delta, AXOLOTLS, minecraft:axolotl, 10, 4, 6
327, none, regions_unexplored:ancient_delta, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
328, none, regions_unexplored:ancient_delta, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
329, none, regions_unexplored:ancient_delta, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
330, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
331, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
332, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
333, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
334, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
335, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
336, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
337, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
338, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
339, none, terralith:ancient_sands, MONSTER, minecraft:spider, 80, 4, 4
340, none, terralith:ancient_sands, MONSTER, minecraft:zombie, 19, 4, 4
341, none, terralith:ancient_sands, MONSTER, minecraft:zombie_villager, 10, 1, 1
342, none, terralith:ancient_sands, MONSTER, minecraft:skeleton, 80, 4, 4
343, none, terralith:ancient_sands, MONSTER, minecraft:creeper, 80, 4, 4
344, none, terralith:ancient_sands, MONSTER, minecraft:slime, 80, 4, 4
345, none, terralith:ancient_sands, MONSTER, minecraft:enderman, 5, 1, 4
346, none, terralith:ancient_sands, MONSTER, minecraft:witch, 5, 1, 1
347, none, terralith:ancient_sands, MONSTER, minecraft:husk, 80, 4, 4
348, none, terralith:ancient_sands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
349, none, terralith:ancient_sands, MONSTER, alexsmobs:guster, 35, 1, 2
350, none, terralith:ancient_sands, MONSTER, alexsmobs:farseer, 30, 1, 1
351, none, terralith:ancient_sands, MONSTER, alexsmobs:murmur, 10, 1, 1
352, none, terralith:ancient_sands, CREATURE, minecraft:rabbit, 10, 2, 3
353, none, terralith:ancient_sands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
354, none, terralith:ancient_sands, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
355, none, terralith:ancient_sands, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
356, none, terralith:ancient_sands, CREATURE, friendsandfoes:mauler, 16, 1, 1
357, none, terralith:ancient_sands, AMBIENT, minecraft:bat, 10, 8, 8
358, none, terralith:ancient_sands, AMBIENT, alexsmobs:fly, 10, 2, 3
359, none, terralith:ancient_sands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
360, none, terralith:ancient_sands, AMBIENT, alexsmobs:jerboa, 12, 1, 3
361, none, terralith:ancient_sands, AMBIENT, alexsmobs:rain_frog, 10, 1, 3
362, none, terralith:ancient_sands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
363, none, terralith:ancient_sands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
364, none, terralith:ancient_sands, WATER_AMBIENT, alexsmobs:triops, 10, 2, 6
365, none, terralith:ancient_sands, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
366, none, terralith:ancient_sands, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
367, none, terralith:ancient_sands, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
368, none, terralith:ancient_sands, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
369, none, terralith:ancient_sands, rascals, friendsandfoes:rascal, 10, 1, 1
370, none, terralith:arid_highlands, MONSTER, minecraft:spider, 80, 4, 4
371, none, terralith:arid_highlands, MONSTER, minecraft:zombie, 80, 4, 4
372, none, terralith:arid_highlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
373, none, terralith:arid_highlands, MONSTER, minecraft:skeleton, 80, 4, 4
374, none, terralith:arid_highlands, MONSTER, minecraft:creeper, 80, 4, 4
375, none, terralith:arid_highlands, MONSTER, minecraft:slime, 80, 4, 4
376, none, terralith:arid_highlands, MONSTER, minecraft:enderman, 5, 1, 4
377, none, terralith:arid_highlands, MONSTER, minecraft:witch, 5, 1, 1
378, none, terralith:arid_highlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
379, none, terralith:arid_highlands, MONSTER, alexsmobs:farseer, 30, 1, 1
380, none, terralith:arid_highlands, MONSTER, alexsmobs:murmur, 10, 1, 1
381, none, terralith:arid_highlands, CREATURE, minecraft:sheep, 12, 8, 8
382, none, terralith:arid_highlands, CREATURE, minecraft:pig, 10, 8, 8
383, none, terralith:arid_highlands, CREATURE, minecraft:chicken, 10, 8, 8
384, none, terralith:arid_highlands, CREATURE, minecraft:cow, 10, 8, 8
385, none, terralith:arid_highlands, CREATURE, minecraft:horse, 10, 2, 6
386, none, terralith:arid_highlands, CREATURE, minecraft:donkey, 10, 1, 1
387, none, terralith:arid_highlands, CREATURE, alexsmobs:gazelle, 40, 7, 7
388, none, terralith:arid_highlands, CREATURE, alexsmobs:elephant, 30, 3, 5
389, none, terralith:arid_highlands, CREATURE, alexsmobs:emu, 20, 2, 5
390, none, terralith:arid_highlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
391, none, terralith:arid_highlands, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
392, none, terralith:arid_highlands, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
393, none, terralith:arid_highlands, CREATURE, friendsandfoes:mauler, 32, 1, 1
394, none, terralith:arid_highlands, AMBIENT, minecraft:bat, 10, 8, 8
395, none, terralith:arid_highlands, AMBIENT, alexsmobs:fly, 10, 2, 3
396, none, terralith:arid_highlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
397, none, terralith:arid_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
398, none, terralith:arid_highlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
399, none, terralith:arid_highlands, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
400, none, terralith:arid_highlands, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
401, none, terralith:arid_highlands, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
402, none, terralith:arid_highlands, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
403, none, terralith:arid_highlands, rascals, friendsandfoes:rascal, 10, 1, 1
404, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:spider, 80, 4, 4
405, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:zombie, 80, 4, 4
406, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
407, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
408, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:creeper, 80, 4, 4
409, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:slime, 80, 4, 4
410, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:enderman, 5, 1, 4
411, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:witch, 5, 1, 1
412, extreme_hills, regions_unexplored:arid_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
413, extreme_hills, regions_unexplored:arid_mountains, MONSTER, alexsmobs:farseer, 30, 1, 1
414, extreme_hills, regions_unexplored:arid_mountains, MONSTER, alexsmobs:murmur, 10, 1, 1
415, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:sheep, 12, 4, 4
416, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:pig, 10, 4, 4
417, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:chicken, 10, 4, 4
418, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:cow, 10, 4, 4
419, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:rabbit, 10, 2, 3
420, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:llama, 10, 4, 6
421, extreme_hills, regions_unexplored:arid_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
422, extreme_hills, regions_unexplored:arid_mountains, AMBIENT, minecraft:bat, 10, 8, 8
423, extreme_hills, regions_unexplored:arid_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
424, extreme_hills, regions_unexplored:arid_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
425, extreme_hills, regions_unexplored:arid_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
426, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
427, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
428, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
429, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
430, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
431, extreme_hills, regions_unexplored:arid_mountains, rascals, friendsandfoes:rascal, 10, 1, 1
432, nether, incendium:ash_barrens, MONSTER, minecraft:ghast, 20, 1, 1
433, nether, incendium:ash_barrens, MONSTER, minecraft:magma_cube, 80, 2, 7
434, nether, incendium:ash_barrens, MONSTER, minecraft:piglin, 80, 1, 1
435, nether, incendium:ash_barrens, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
436, nether, incendium:ash_barrens, MONSTER, alexsmobs:crimson_mosquito, 15, 4, 4
437, nether, incendium:ash_barrens, MONSTER, alexsmobs:farseer, 30, 1, 1
438, nether, incendium:ash_barrens, MONSTER, minecraft:zombified_piglin, 10, 1, 4
439, nether, incendium:ash_barrens, CREATURE, minecraft:strider, 60, 1, 2
440, nether, incendium:ash_barrens, CREATURE, alexsmobs:laviathan, 15, 1, 1
441, nether, incendium:ash_barrens, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
442, nether, incendium:ash_barrens, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper, 10, 1, 2
443, nether, incendium:ash_barrens, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
444, none, terralith:ashen_savanna, MONSTER, minecraft:spider, 80, 4, 4
445, none, terralith:ashen_savanna, MONSTER, minecraft:zombie, 80, 4, 4
446, none, terralith:ashen_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
447, none, terralith:ashen_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
448, none, terralith:ashen_savanna, MONSTER, minecraft:creeper, 80, 4, 4
449, none, terralith:ashen_savanna, MONSTER, minecraft:slime, 80, 4, 4
450, none, terralith:ashen_savanna, MONSTER, minecraft:enderman, 5, 1, 4
451, none, terralith:ashen_savanna, MONSTER, minecraft:witch, 5, 1, 1
452, none, terralith:ashen_savanna, MONSTER, alexsmobs:centipede_head, 10, 1, 1
453, none, terralith:ashen_savanna, MONSTER, alexsmobs:guster, 35, 1, 2
454, none, terralith:ashen_savanna, MONSTER, alexsmobs:farseer, 30, 1, 1
455, none, terralith:ashen_savanna, MONSTER, alexsmobs:murmur, 10, 1, 1
456, none, terralith:ashen_savanna, CREATURE, minecraft:sheep, 12, 8, 8
457, none, terralith:ashen_savanna, CREATURE, minecraft:pig, 10, 8, 8
458, none, terralith:ashen_savanna, CREATURE, minecraft:chicken, 10, 8, 8
459, none, terralith:ashen_savanna, CREATURE, minecraft:cow, 10, 8, 8
460, none, terralith:ashen_savanna, CREATURE, minecraft:horse, 10, 2, 6
461, none, terralith:ashen_savanna, CREATURE, minecraft:donkey, 10, 1, 1
462, none, terralith:ashen_savanna, CREATURE, minecraft:llama, 10, 4, 4
463, none, terralith:ashen_savanna, CREATURE, friendsandfoes:mauler, 32, 1, 1
464, none, terralith:ashen_savanna, AMBIENT, minecraft:bat, 10, 8, 8
465, none, terralith:ashen_savanna, AMBIENT, alexsmobs:fly, 10, 2, 3
466, none, terralith:ashen_savanna, AMBIENT, alexsmobs:cockroach, 10, 5, 5
467, none, terralith:ashen_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
468, none, terralith:ashen_savanna, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
469, none, terralith:ashen_savanna, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
470, none, terralith:ashen_savanna, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
471, none, terralith:ashen_savanna, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
472, none, terralith:ashen_savanna, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
473, none, terralith:ashen_savanna, rascals, friendsandfoes:rascal, 10, 1, 1
474, none, regions_unexplored:ashen_woodland, MONSTER, minecraft:creeper, 80, 4, 4
475, none, regions_unexplored:ashen_woodland, MONSTER, minecraft:husk, 80, 4, 4
476, none, regions_unexplored:ashen_woodland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
477, none, regions_unexplored:ashen_woodland, MONSTER, alexsmobs:farseer, 30, 1, 1
478, none, regions_unexplored:ashen_woodland, MONSTER, alexsmobs:murmur, 10, 1, 1
479, none, regions_unexplored:ashen_woodland, AMBIENT, minecraft:bat, 10, 8, 8
480, none, regions_unexplored:ashen_woodland, AMBIENT, alexsmobs:fly, 10, 2, 3
481, none, regions_unexplored:ashen_woodland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
482, none, regions_unexplored:ashen_woodland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
483, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
484, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
485, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
486, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
487, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
488, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
489, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
490, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
491, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
492, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
493, none, regions_unexplored:ashen_woodland, rascals, friendsandfoes:rascal, 10, 1, 1
494, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:spider, 80, 4, 4
495, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:zombie, 80, 4, 4
496, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
497, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:skeleton, 80, 4, 4
498, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:creeper, 80, 4, 4
499, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:slime, 80, 4, 4
500, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:enderman, 5, 1, 4
501, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:witch, 5, 1, 1
502, forest, regions_unexplored:autumnal_maple_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
503, forest, regions_unexplored:autumnal_maple_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
504, forest, regions_unexplored:autumnal_maple_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
505, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:sheep, 12, 4, 4
506, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:pig, 10, 4, 4
507, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:chicken, 10, 4, 4
508, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:cow, 10, 4, 4
509, forest, regions_unexplored:autumnal_maple_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
510, forest, regions_unexplored:autumnal_maple_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
511, forest, regions_unexplored:autumnal_maple_forest, CREATURE, alexsmobs:crow, 10, 3, 5
512, forest, regions_unexplored:autumnal_maple_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
513, forest, regions_unexplored:autumnal_maple_forest, AMBIENT, minecraft:bat, 10, 8, 8
514, forest, regions_unexplored:autumnal_maple_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
515, forest, regions_unexplored:autumnal_maple_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
516, forest, regions_unexplored:autumnal_maple_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
517, forest, regions_unexplored:autumnal_maple_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
518, forest, regions_unexplored:autumnal_maple_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
519, forest, regions_unexplored:autumnal_maple_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
520, forest, regions_unexplored:autumnal_maple_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
521, forest, regions_unexplored:autumnal_maple_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
522, forest, regions_unexplored:autumnal_maple_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
523, forest, regions_unexplored:autumnal_maple_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
524, forest, regions_unexplored:autumnal_maple_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
525, forest, regions_unexplored:autumnal_maple_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
526, forest, regions_unexplored:autumnal_maple_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
527, forest, regions_unexplored:autumnal_maple_forest, rascals, friendsandfoes:rascal, 10, 1, 1
528, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
529, badlands, minecraft:badlands, MONSTER, minecraft:zombie, 80, 4, 4
530, badlands, minecraft:badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
531, badlands, minecraft:badlands, MONSTER, minecraft:skeleton, 80, 4, 4
532, badlands, minecraft:badlands, MONSTER, minecraft:slime, 80, 4, 4
533, badlands, minecraft:badlands, MONSTER, minecraft:enderman, 5, 1, 4
534, badlands, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 1
535, badlands, minecraft:badlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
536, badlands, minecraft:badlands, MONSTER, alexsmobs:farseer, 30, 1, 1
537, badlands, minecraft:badlands, MONSTER, alexsmobs:murmur, 10, 1, 1
538, badlands, minecraft:badlands, MONSTER, creeperoverhaul:badlands_creeper, 75, 2, 2
539, badlands, minecraft:badlands, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
540, badlands, minecraft:badlands, CREATURE, alexsmobs:roadrunner, 10, 2, 2
541, badlands, minecraft:badlands, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
542, badlands, minecraft:badlands, CREATURE, alexsmobs:emu, 20, 2, 5
543, badlands, minecraft:badlands, CREATURE, alexsmobs:kangaroo, 25, 3, 5
544, badlands, minecraft:badlands, CREATURE, friendsandfoes:mauler, 16, 1, 1
545, badlands, minecraft:badlands, AMBIENT, minecraft:bat, 10, 8, 8
